county_code,district_code,school_code,district_name,school_name,entity_name,auth,program,charter,facility,school_type,entity_level_num
01,61192,0000000,Hayward Unified,,Hayward Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61200,0000000,Livermore Valley Joint Unified,,Livermore Valley Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61218,0000000,Mountain House Elementary,,Mountain House Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61234,0000000,Newark Unified,,Newark Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61242,0000000,New Haven Unified,,New Haven Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61259,0000000,Oakland Unified,,Oakland Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61275,0000000,Piedmont City Unified,,Piedmont City Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61291,0000000,San Leandro Unified,,San Leandro Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61309,0000000,San Lorenzo Unified,,San Lorenzo Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61333,0000000,Alpine County Unified,,Alpine County Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61382,0000000,Bangor Union Elementary,,Bangor Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61408,0000000,Biggs Unified,,Biggs Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61424,0000000,Chico Unified,,Chico Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61432,0000000,Durham Unified,,Durham Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61440,0000000,Feather Falls Union Elementary,,Feather Falls Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61457,0000000,Golden Feather Union Elementary,,Golden Feather Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61499,0000000,Manzanita Elementary,,Manzanita Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61507,0000000,Oroville City Elementary,,Oroville City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61515,0000000,Oroville Union High,,Oroville Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61523,0000000,Palermo Union Elementary,,Palermo Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61531,0000000,Paradise Unified,,Paradise Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61549,0000000,Thermalito Union Elementary,,Thermalito Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61556,0000000,Bret Harte Union High,,Bret Harte Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61564,0000000,Calaveras Unified,,Calaveras Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61572,0000000,Mark Twain Union Elementary,,Mark Twain Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61580,0000000,Vallecito Union,,Vallecito Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61598,0000000,Colusa Unified,,Colusa Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61606,0000000,Maxwell Unified,,Maxwell Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61614,0000000,Pierce Joint Unified,,Pierce Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61622,0000000,Williams Unified,,Williams Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61630,0000000,Acalanes Union High,,Acalanes Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61648,0000000,Antioch Unified,,Antioch Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61663,0000000,Byron Union Elementary,,Byron Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61671,0000000,Canyon Elementary,,Canyon Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61697,0000000,John Swett Unified,,John Swett Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61705,0000000,Knightsen Elementary,,Knightsen Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61713,0000000,Lafayette Elementary,,Lafayette Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61721,0000000,Liberty Union High,,Liberty Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61739,0000000,Martinez Unified,,Martinez Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61747,0000000,Moraga Elementary,,Moraga Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61754,0000000,Mt. Diablo Unified,,Mt. Diablo Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61762,0000000,Oakley Union Elementary,,Oakley Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61770,0000000,Orinda Union Elementary,,Orinda Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61788,0000000,Pittsburg Unified,,Pittsburg Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61796,0000000,West Contra Costa Unified,,West Contra Costa Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61804,0000000,San Ramon Valley Unified,,San Ramon Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61812,0000000,Walnut Creek Elementary,,Walnut Creek Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61820,0000000,Del Norte County Unified,,Del Norte County Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61838,0000000,Buckeye Union Elementary,,Buckeye Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61846,0000000,Camino Union Elementary,,Camino Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61853,0000000,El Dorado Union High,,El Dorado Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61879,0000000,Gold Oak Union Elementary,,Gold Oak Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61887,0000000,Gold Trail Union Elementary,,Gold Trail Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61895,0000000,Indian Diggings Elementary,,Indian Diggings Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61903,0000000,Lake Tahoe Unified,,Lake Tahoe Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61911,0000000,Latrobe,,Latrobe,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61929,0000000,Mother Lode Union Elementary,,Mother Lode Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61945,0000000,Pioneer Union Elementary,,Pioneer Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61952,0000000,Placerville Union Elementary,,Placerville Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61960,0000000,Pollock Pines Elementary,,Pollock Pines Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61978,0000000,Rescue Union Elementary,,Rescue Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61986,0000000,Silver Fork Elementary,,Silver Fork Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,61994,0000000,Alvina Elementary,,Alvina Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62026,0000000,Big Creek Elementary,,Big Creek Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62042,0000000,Burrel Union Elementary,,Burrel Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62109,0000000,Clay Joint Elementary,,Clay Joint Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62117,0000000,Clovis Unified,,Clovis Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62125,0000000,Coalinga-Huron Unified,,Coalinga-Huron Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62158,0000000,Fowler Unified,,Fowler Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62166,0000000,Fresno Unified,,Fresno Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62240,0000000,Kingsburg Elementary Charter,,Kingsburg Elementary Charter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62257,0000000,Kingsburg Joint Union High,,Kingsburg Joint Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62265,0000000,Kings Canyon Joint Unified,,Kings Canyon Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62281,0000000,Laton Joint Unified,,Laton Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62323,0000000,Monroe Elementary,,Monroe Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62331,0000000,Orange Center ,,Orange Center ,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62356,0000000,Pacific Union Elementary,,Pacific Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62364,0000000,Parlier Unified,,Parlier Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62372,0000000,Pine Ridge Elementary,,Pine Ridge Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62380,0000000,Raisin City Elementary,,Raisin City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62414,0000000,Sanger Unified,,Sanger Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62430,0000000,Selma Unified,,Selma Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62513,0000000,Washington Colony Elementary,,Washington Colony Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62539,0000000,West Park Elementary,,West Park Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62547,0000000,Westside Elementary,,Westside Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62554,0000000,Capay Joint Union Elementary,,Capay Joint Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62596,0000000,Lake Elementary,,Lake Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62638,0000000,Plaza Elementary,,Plaza Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62646,0000000,Princeton Joint Unified,,Princeton Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62653,0000000,Stony Creek Joint Unified,,Stony Creek Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62661,0000000,Willows Unified,,Willows Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62679,0000000,Arcata Elementary,,Arcata Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62687,0000000,Northern Humboldt Union High,,Northern Humboldt Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62695,0000000,Big Lagoon Union Elementary,,Big Lagoon Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62703,0000000,Blue Lake Union Elementary,,Blue Lake Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62729,0000000,Bridgeville Elementary,,Bridgeville Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62737,0000000,Cuddeback Union Elementary,,Cuddeback Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62745,0000000,Cutten Elementary,,Cutten Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62794,0000000,Fieldbrook Elementary,,Fieldbrook Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62810,0000000,Fortuna Union High,,Fortuna Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62828,0000000,Freshwater Elementary,,Freshwater Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62836,0000000,Garfield Elementary,,Garfield Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62851,0000000,Green Point Elementary,,Green Point Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62885,0000000,Hydesville Elementary,,Hydesville Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62893,0000000,Jacoby Creek Elementary,,Jacoby Creek Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62901,0000000,Klamath-Trinity Joint Unified,,Klamath-Trinity Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62919,0000000,Kneeland Elementary,,Kneeland Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62927,0000000,Loleta Union Elementary,,Loleta Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62935,0000000,Maple Creek Elementary,,Maple Creek Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
01,62950,0000000,McKinleyville Union Elementary,,McKinleyville Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
